frame_name,nose_x,left_eye_inner_x,left_eye_x,left_eye_outer_x,right_eye_inner_x,right_eye_x,right_eye_outer_x,left_ear_x,right_ear_x,mouth_left_x,mouth_right_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_pinky_x,right_pinky_x,left_index_x,right_index_x,left_thumb_x,right_thumb_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,left_heel_x,right_heel_x,left_foot_index_x,right_foot_index_x,nose_y,left_eye_inner_y,left_eye_y,left_eye_outer_y,right_eye_inner_y,right_eye_y,right_eye_outer_y,left_ear_y,right_ear_y,mouth_left_y,mouth_right_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_pinky_y,right_pinky_y,left_index_y,right_index_y,left_thumb_y,right_thumb_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,left_heel_y,right_heel_y,left_foot_index_y,right_foot_index_y,nose_z,left_eye_inner_z,left_eye_z,left_eye_outer_z,right_eye_inner_z,right_eye_z,right_eye_outer_z,left_ear_z,right_ear_z,mouth_left_z,mouth_right_z,left_shoulder_z,right_shoulder_z,left_elbow_z,right_elbow_z,left_wrist_z,right_wrist_z,left_pinky_z,right_pinky_z,left_index_z,right_index_z,left_thumb_z,right_thumb_z,left_hip_z,right_hip_z,left_knee_z,right_knee_z,left_ankle_z,right_ankle_z,left_heel_z,right_heel_z,left_foot_index_z,right_foot_index_z,class
frame_1,0.000806587,0.000993306,-0.151005521,0.000815143,0.000961209,-0.152080908,0.000821013,0.000959492,-0.152136877,0.000827182,0.00095755,-0.152197599,0.000802399,0.000963695,-0.128082052,0.000799319,0.000964072,-0.12802422,0.000796438,0.000964215,-0.128011048,0.000843558,0.000967,-0.117190041,0.000803772,0.000972827,-0.006587527,0.000820393,0.001019927,-0.13584426,0.00080489,0.001020614,-0.104027167,0.000868356,0.001089339,-0.162124783,0.000830203,0.001109296,0.124927908,0.000866737,0.001100168,-0.395925701,0.000847269,0.001189165,0.316026032,0.000864897,0.001044849,-0.596533477,0.000862345,0.001204586,0.471073866,0.000863824,0.001021174,-0.639893413,0.000866704,0.001215099,0.511815786,0.000864103,0.001016342,-0.627336681,0.000864231,0.00121633,0.494660318,0.000864083,0.001032489,-0.597053528,0.000860281,0.001215101,0.468990803,0.000882661,0.001485304,-0.097429723,0.000847143,0.001484556,0.097390957,0.000872902,0.001781688,-0.148570657,0.000850637,0.001748126,0.166600928,0.000897498,0.00208939,-0.171143532,0.000894698,0.001990357,0.25996682,0.000918494,0.002140768,-0.17557314,0.000906647,0.002021779,0.265789837,0.000830262,0.002165987,-0.255852342,0.00083384,0.002057773,0.226280019,hachijidachijodanyoko
frame_2,0.00080949,0.000992098,-0.16405943,0.000817946,0.00096239,-0.163299665,0.000823601,0.000960643,-0.163369402,0.00082959,0.00095888,-0.163427457,0.000805573,0.000965592,-0.141174853,0.000802316,0.00096621,-0.141130447,0.000799197,0.000966207,-0.141110763,0.000844999,0.000969614,-0.120773382,0.000805468,0.000976214,-0.018893421,0.000823782,0.001018715,-0.146565527,0.000807163,0.001019506,-0.117085919,0.000872618,0.001089065,-0.157534316,0.000826326,0.001109552,0.112024888,0.000872555,0.001108639,-0.389994919,0.000834724,0.001207841,0.289764643,0.000877943,0.001063709,-0.618090868,0.00082763,0.001227017,0.422203034,0.000881486,0.001040538,-0.664643466,0.000825785,0.001235976,0.458846062,0.000879931,0.001033041,-0.653225839,0.000822697,0.001235365,0.439161271,0.000876596,0.001046558,-0.619120836,0.00082137,0.00123565,0.418664604,0.00088329,0.001479108,-0.091447122,0.000845778,0.001480671,0.091470607,0.000873815,0.001779371,-0.16107212,0.000850418,0.001733506,0.204049304,0.000896744,0.002090678,-0.206796303,0.000880476,0.001933252,0.382306397,0.000918105,0.002143796,-0.213787228,0.000908191,0.00196542,0.397654593,0.000835404,0.002165476,-0.303808659,0.000843365,0.002025317,0.374687731,hachijidachijodanyoko
frame_3,0.001418027,0.000965234,0.226284787,0.001416606,0.000943515,0.194036052,0.001414156,0.000943059,0.194024727,0.001411759,0.000942964,0.194055736,0.001426802,0.000943138,0.210433394,0.001431579,0.000942324,0.210400254,0.001436298,0.000941895,0.210303262,0.001418942,0.000951118,0.085120305,0.001454667,0.000945061,0.158131823,0.00141689,0.000983805,0.192254424,0.001428997,0.000983063,0.213035971,0.001380609,0.001059784,0.018703111,0.001541489,0.001070899,0.142430365,0.001267241,0.001065359,0.007197437,0.001599951,0.001239706,0.256958276,0.001163391,0.001079257,0.080985948,0.001538928,0.001282141,0.404498577,0.001132068,0.001082341,0.076795243,0.001522574,0.001292995,0.431387007,0.001135354,0.001074432,0.087941349,0.001515641,0.001282229,0.417231679,0.001147601,0.001078907,0.088209175,0.001519563,0.001277325,0.403562188,0.001429452,0.001522824,-0.014402471,0.001528584,0.001521428,0.013948832,0.001381316,0.001860773,-0.013844444,0.00152292,0.001904597,0.049479704,0.001328823,0.002202404,-0.032765951,0.001531105,0.002241803,0.024944415,0.00132922,0.002259164,-0.032627571,0.001532621,0.002316893,0.024532702,0.001307409,0.002195274,-0.052405216,0.001536468,0.002235813,0.000870163,hachijidachijodanyoko
frame_4,0.001411201,0.00097234,0.196338952,0.001410504,0.000948095,0.163277984,0.001408534,0.000947842,0.163271442,0.001406532,0.000947895,0.163317293,0.001419627,0.000947001,0.180943802,0.001424156,0.000945829,0.18091844,0.00142865,0.000944685,0.180821538,0.001415906,0.000954514,0.055805318,0.001447394,0.000944126,0.135132462,0.001411441,0.000990883,0.163015753,0.001422533,0.000988897,0.185780495,0.001380817,0.001060689,-0.008191828,0.001541161,0.001069297,0.12469326,0.001264576,0.001065501,-0.030413216,0.001608352,0.001237736,0.210567459,0.001161838,0.001083928,0.027432838,0.001533079,0.001316796,0.301661909,0.001132794,0.001087728,0.015840992,0.001515635,0.001333912,0.3192783,0.001135347,0.001079177,0.028343983,0.001507416,0.001321843,0.301081568,0.001147376,0.001082765,0.034130581,0.00151198,0.00131479,0.297681659,0.00143011,0.001522259,-0.023188323,0.001531223,0.001519986,0.02278609,0.001377259,0.00186372,-0.02227312,0.001520928,0.001905762,0.058292218,0.001328488,0.002213911,-0.029744608,0.001530038,0.002244931,0.045249563,0.001335535,0.00227014,-0.029969418,0.001534528,0.002315146,0.045172885,0.001295832,0.00220997,-0.059028618,0.001534071,0.002240317,0.014801408,hachijidachijodanyoko
frame_5,0.000472647,0.000880557,-0.114472948,0.000466737,0.000843494,-0.095549375,0.000465449,0.000841856,-0.095551349,0.000463783,0.000839965,-0.095556363,0.000462285,0.000843018,-0.124606118,0.000457911,0.000840915,-0.124647103,0.00045299,0.000838673,-0.124678597,0.000437161,0.000844954,0.005434395,0.000418567,0.00084068,-0.130890355,0.000463382,0.00090958,-0.075017363,0.000456767,0.000907852,-0.114619039,0.000472763,0.000994493,0.079716519,0.000296784,0.000998659,-0.135945395,0.000590404,0.00100935,0.103588752,0.000212873,0.00117478,-0.239488035,0.000710791,0.001033686,-0.020646395,0.000303254,0.001241421,-0.358999223,0.000745006,0.001031902,-0.044864882,0.000322416,0.001259113,-0.391816854,0.00074264,0.001026466,-0.072805375,0.000331378,0.001240307,-0.395580053,0.000731068,0.001031226,-0.038443908,0.00032639,0.001231833,-0.360810876,0.000433716,0.001509315,0.064571753,0.000329195,0.001516362,-0.064659551,0.000476747,0.001878021,0.079923801,0.000324698,0.001896243,-0.115135439,0.000510885,0.002208412,0.201413527,0.000306538,0.002245741,-0.040573657,0.000500154,0.002252491,0.207369447,0.000301579,0.002289614,-0.039675333,0.000585161,0.002282737,0.120508254,0.000336399,0.002350253,-0.166329935,hachijidachijodanyoko
frame_6,0.000474802,0.000879269,-0.109116368,0.000468394,0.000841442,-0.0906014,0.000467082,0.000839955,-0.090597287,0.000465394,0.000838274,-0.090598196,0.000463891,0.000841065,-0.118912995,0.000459424,0.000839203,-0.118958801,0.000454467,0.000837273,-0.118986882,0.000438979,0.000843863,0.007607537,0.000420046,0.000839881,-0.125367582,0.00046578,0.000909267,-0.070808865,0.00045892,0.000907624,-0.109414212,0.000472207,0.000998458,0.082055628,0.000299703,0.001001945,-0.130052984,0.000590492,0.001012547,0.112513326,0.000211307,0.001175681,-0.216485053,0.000707406,0.001035217,-0.005602473,0.000307594,0.001252465,-0.311735511,0.000743841,0.001033077,-0.028793819,0.000328623,0.001272359,-0.3406775,0.000741875,0.001029012,-0.056435402,0.000339266,0.001255651,-0.343623847,0.000730277,0.00103474,-0.023217987,0.000332662,0.001244913,-0.312447697,0.000433903,0.001507403,0.064623177,0.000330474,0.001512655,-0.064706981,0.000479593,0.001875216,0.081673652,0.000321677,0.00188829,-0.117701583,0.000510166,0.002203719,0.202440411,0.000306272,0.002242658,-0.055066314,0.000500124,0.00224916,0.208489597,0.000300987,0.002288145,-0.055260617,0.000581937,0.002278676,0.123137608,0.000336997,0.002346046,-0.1815034,hachijidachijodanyoko
frame_7,0.001010156,0.001029608,0.117028147,0.001002489,0.001003107,0.111090429,0.000999555,0.001000757,0.111105353,0.000996671,0.000998553,0.111063085,0.001006892,0.001004335,0.093102954,0.001006969,0.001002769,0.093142271,0.001007205,0.001001504,0.093095206,0.000979488,0.000996932,0.1005724,0.000995418,0.000998954,0.018921699,0.001000371,0.001043231,0.118444338,0.001004849,0.001042908,0.094221726,0.000889181,0.001106366,0.123995394,0.001005569,0.001081532,-0.060781717,0.000814346,0.001234391,0.249000594,0.001092023,0.001060159,-0.164582893,0.000880184,0.001200908,0.370987803,0.001184236,0.00105405,-0.243444592,0.000888698,0.001193051,0.396446317,0.001211679,0.001058079,-0.260516912,0.000903691,0.001197913,0.384626031,0.001211221,0.001048154,-0.248095423,0.00090367,0.001197382,0.370949954,0.001201636,0.001050082,-0.237260297,0.000903241,0.00147186,0.065216795,0.000972205,0.001475985,-0.065426134,0.000893957,0.001767683,0.085974582,0.000974086,0.001790945,-0.063492864,0.000862921,0.002048999,0.093922079,0.000981026,0.002088308,-0.118069001,0.000859451,0.0020951,0.09407445,0.000963199,0.00214558,-0.12327344,0.000874952,0.002077803,0.082115456,0.001049488,0.00213364,-0.150462672,hachijidachijodanyoko
frame_8,0.001009507,0.00102475,0.123827986,0.001001673,0.000999491,0.118280888,0.000998735,0.00099735,0.118290074,0.00099582,0.000995321,0.118247934,0.001006125,0.001000544,0.10000018,0.001006233,0.000999133,0.100034326,0.001006485,0.000998014,0.099978708,0.000979185,0.000994251,0.107125558,0.000995214,0.000996406,0.024183117,0.000999634,0.001038198,0.124835171,0.001004258,0.001037685,0.100193553,0.000888476,0.001107182,0.13000384,0.00100554,0.001075045,-0.056986935,0.000825234,0.001249109,0.253085405,0.001093795,0.001061791,-0.152245,0.000888786,0.001213203,0.374511212,0.00118841,0.001057941,-0.218747988,0.000898082,0.001210281,0.400356293,0.00121558,0.001060983,-0.233965471,0.000911261,0.001215788,0.389464498,0.001214783,0.001049807,-0.2220186,0.000911722,0.001214102,0.374704272,0.001205137,0.001052059,-0.21255143,0.00090397,0.001472662,0.065185532,0.000974246,0.001474053,-0.06540332,0.000896276,0.001768757,0.080234669,0.000976662,0.001786926,-0.076733865,0.000866321,0.002048424,0.085215695,0.000981839,0.002087382,-0.13732098,0.000862393,0.00209704,0.084976755,0.000965616,0.002143502,-0.143286839,0.000876651,0.002080707,0.069586232,0.001054,0.002134842,-0.174679905,hachijidachijodanyoko
frame_9,0.001011274,0.001021373,0.117667824,0.001002175,0.000994272,0.112158582,0.000999157,0.000992097,0.112170406,0.000996115,0.000990031,0.112129167,0.00100613,0.000995746,0.093562014,0.001005902,0.000994611,0.09359666,0.001005799,0.000993707,0.093545668,0.000979027,0.000990723,0.10273584,0.000993948,0.000993081,0.018369362,0.001001418,0.001035967,0.119440846,0.001005696,0.001036091,0.094440669,0.000891625,0.001103879,0.129102841,0.001006883,0.001076306,-0.062229391,0.00082718,0.001244268,0.252112627,0.00109563,0.001059625,-0.16459465,0.00088992,0.001210437,0.370984733,0.001190413,0.001054052,-0.239788413,0.000899026,0.001209133,0.396474659,0.001218592,0.001057121,-0.256892145,0.000911021,0.001217782,0.384728014,0.001217634,0.001046113,-0.244604737,0.000904554,0.00120411,0.370804489,0.001207699,0.001048343,-0.233667865,0.000905662,0.001471228,0.067287318,0.000975691,0.001475574,-0.067510821,0.00089814,0.001767646,0.083851151,0.000978046,0.001790276,-0.073032938,0.000863283,0.002053256,0.090262726,0.000981222,0.0020884,-0.132944748,0.000858816,0.002098268,0.090115301,0.000964834,0.002144474,-0.138984904,0.000873109,0.002079735,0.075833857,0.001057095,0.002132041,-0.169955343,hachijidachijodanyoko
frame_10,0.001010852,0.001023629,0.110397227,0.001001659,0.000996144,0.105895638,0.000998589,0.00099379,0.105905399,0.000995535,0.00099158,0.10586255,0.001005777,0.000997723,0.08671581,0.001005577,0.000996466,0.086747751,0.001005504,0.000995447,0.086695284,0.000978674,0.000991476,0.10018979,0.000993994,0.000993859,0.013289374,0.0010012,0.001038078,0.113550171,0.001005563,0.001037759,0.087753497,0.000892481,0.001104379,0.12978217,0.001004443,0.001073557,-0.067679547,0.000827629,0.001242617,0.257787555,0.001096399,0.00105707,-0.170673341,0.000889202,0.001208484,0.381287396,0.001194259,0.001049889,-0.243836641,0.000895157,0.001200095,0.408303142,0.001221836,0.001051425,-0.260945529,0.000909465,0.001210609,0.396427304,0.001221046,0.001040482,-0.248577788,0.000903824,0.001203355,0.381163359,0.001211844,0.001042916,-0.237599537,0.000904531,0.001471603,0.068073928,0.0009733,0.001475806,-0.0683164,0.000897154,0.001765328,0.082635932,0.000977719,0.00179177,-0.075579062,0.000863592,0.002052653,0.087364472,0.000980608,0.002091147,-0.138177782,0.000859501,0.002093683,0.087175228,0.000964875,0.002149484,-0.144353539,0.000875158,0.002080666,0.07333672,0.001054464,0.002131864,-0.175434321,hachijidachijodanyoko
